lat,lon
40.763,-73.971
40.758,-73.971
40.778,-73.981
40.777,-73.982
40.779,-73.978
40.773,-73.982
40.78,-73.982
40.772,-73.983
40.769,-73.982
40.758,-73.989
40.759,-73.989
40.76,-73.984
40.764,-73.971
40.762,-73.966
40.762,-73.968
40.763,-73.972
40.779,-73.982
40.781,-73.981
40.777,-73.983
40.754,-73.977
40.774,-73.982
40.753,-74.003
40.75,-73.995
40.759,-73.98
40.78,-73.977
40.764,-73.987
40.761,-74.011
40.76,-73.974
40.757,-73.97
40.734,-73.992
40.778,-73.982
40.747,-74.002
40.782,-73.976
40.758,-73.981
40.743,-74.0
40.761,-73.973
40.741,-73.993
40.763,-73.993
40.775,-73.982
40.763,-73.968
40.739,-73.99
40.781,-73.976
40.729,-73.996
40.76,-73.971
40.763,-73.989
40.77,-73.904
40.763,-73.973
40.755,-73.923
40.767,-73.895
40.764,-73.915
40.722,-73.795
40.722,-73.794
40.722,-73.796
40.743,-73.92
40.699,-73.99
40.698,-73.992
40.746,-73.903
40.722,-73.793
40.698,-73.993
40.737,-73.997
40.757,-73.93
40.771,-73.917
40.736,-73.876
40.744,-73.927
40.741,-73.904
40.741,-73.905
40.755,-73.709
40.645,-73.785
40.643,-73.78
40.721,-73.987
40.768,-73.901
40.771,-73.904
40.758,-73.918
40.775,-73.909
40.788,-73.809
40.774,-73.913
40.779,-73.902
40.771,-73.903
40.741,-73.968
40.759,-73.919
40.774,-73.907
40.762,-73.924
40.768,-73.931
40.778,-73.909
40.79,-73.952
40.774,-73.908
40.764,-73.922
40.755,-73.924
40.776,-74.074
40.742,-73.905
40.753,-73.908
40.74,-73.894
40.735,-73.874
40.702,-73.991
40.763,-73.876
40.769,-73.914
40.773,-73.911
40.762,-73.918
40.746,-73.948
40.749,-73.922
40.775,-73.912
40.753,-73.914
40.752,-73.917
40.699,-73.989
40.773,-73.907
40.734,-73.872
40.752,-73.91
40.76,-73.918
40.761,-73.917
40.7,-73.967
40.776,-73.911
40.721,-73.957
40.775,-73.913
40.776,-73.91
40.664,-73.991
40.707,-73.991
40.894,-73.861
40.895,-73.861
40.794,-73.94
40.77,-73.94
40.733,-73.983
40.79,-73.949
40.79,-73.948
40.794,-73.951
40.796,-73.95
40.789,-73.948
40.733,-73.87
40.798,-73.934
40.768,-73.925
40.761,-73.99
40.722,-73.848
40.745,-73.885
40.737,-73.869
40.694,-73.853
40.694,-73.852
40.739,-74.047
40.677,-73.898
40.735,-73.869
40.646,-74.02
40.817,-73.925
40.739,-73.98
40.732,-73.984
40.729,-73.988
40.729,-73.987
40.734,-73.869
40.744,-73.9
40.606,-74.078
40.606,-74.073
40.607,-74.044
40.603,-74.066
40.67,-73.99
40.587,-73.965
40.588,-73.963
40.77,-73.987
40.67,-73.997
40.668,-73.98
40.671,-73.994
40.756,-73.818
40.75,-73.862
40.756,-73.882
40.658,-73.934
40.664,-73.93
40.746,-73.904
40.619,-73.943
40.717,-73.957
40.791,-73.953
40.661,-74.171
40.661,-74.172
40.66,-74.172
40.856,-73.887
40.858,-73.884
40.81,-73.951
40.746,-73.901
40.757,-73.954
40.676,-73.898
40.756,-73.969
40.755,-73.968
40.73,-73.98
40.73,-73.991
40.775,-73.948
40.754,-73.969
40.751,-73.982
40.774,-73.964
40.668,-73.963
40.672,-73.958
40.681,-73.956
40.679,-73.954
40.656,-73.962
40.655,-73.962
40.733,-73.986
40.731,-73.983
40.8,-73.968
40.805,-73.965
40.795,-73.961
40.753,-73.981
40.757,-73.971
40.756,-73.971
40.728,-73.986
40.725,-73.984
40.758,-73.965
40.744,-74.029
40.731,-73.982
40.745,-73.958
40.732,-73.978
40.735,-74.002
40.733,-73.998
40.714,-73.99
40.706,-73.95
40.733,-73.955
40.737,-73.955
40.741,-74.008
40.741,-74.005
40.753,-73.967
40.741,-74.0
40.714,-73.972
40.724,-73.951
40.723,-73.951
40.716,-73.959
40.73,-73.993
40.71,-74.013
40.711,-74.013
40.709,-74.014
40.713,-74.006
40.764,-73.988
40.752,-73.993
40.729,-73.984
40.677,-73.963
40.677,-73.964
40.679,-73.968
40.74,-73.996
40.751,-73.983
40.723,-73.999
40.714,-73.949
40.779,-73.962
40.727,-73.987
40.72,-73.998
40.859,-73.933
40.755,-73.975
40.763,-73.982
40.762,-73.965
40.72,-73.988
40.75,-74.003
40.723,-74.001
40.754,-73.97
40.754,-73.967
40.704,-74.012
40.708,-73.956
40.761,-73.916
40.714,-73.959
40.719,-73.962
40.721,-73.988
40.725,-74.001
40.722,-73.997
40.714,-73.999
40.736,-73.991
40.762,-73.99
40.762,-73.988
40.723,-74.0
40.724,-73.999
40.76,-73.966
40.805,-73.992
40.739,-74.031
40.766,-74.165
40.783,-74.021
40.772,-74.185
40.779,-74.016
40.772,-74.03
40.732,-74.061
40.772,-74.016
40.93,-73.927
40.919,-73.865
40.727,-74.038
40.783,-74.154
40.829,-74.14
40.753,-74.03
40.811,-74.137
40.706,-74.104
40.708,-74.106
40.71,-74.088
40.825,-74.136
40.765,-74.166
40.752,-74.181
40.786,-74.146
40.773,-74.185
40.755,-74.172
40.721,-74.082
40.757,-73.989
40.829,-74.139
40.743,-74.029
40.729,-74.067
40.734,-73.999
40.732,-73.989
40.738,-74.027
40.703,-74.051
40.662,-74.107
40.758,-73.987
40.704,-74.186
40.763,-74.172
40.808,-74.009
40.748,-74.039
40.775,-74.159
40.716,-73.883
40.713,-73.877
40.713,-73.879
40.709,-73.96
40.708,-73.958
40.706,-73.897
40.757,-73.829
40.72,-73.832
40.706,-73.896
40.699,-73.921
40.708,-73.86
40.757,-73.83
40.7,-73.912
40.716,-73.961
40.713,-73.901
40.712,-73.9
40.714,-73.871
40.699,-73.911
40.712,-73.859
40.714,-73.901
40.71,-73.862
40.824,-73.843
40.705,-73.866
40.709,-73.869
40.708,-73.869
40.712,-73.881
40.708,-73.796
40.682,-73.947
40.698,-73.909
40.759,-73.986
40.76,-73.985
40.76,-73.983
40.758,-73.985
40.656,-73.947
40.744,-73.986
40.757,-73.983
40.756,-73.982
40.759,-73.985
40.759,-73.988
40.636,-73.995
40.613,-74.001
40.833,-73.859
40.833,-73.861
40.831,-73.868
40.711,-73.996
40.825,-73.857
40.638,-73.997
40.706,-73.99
40.834,-73.852
40.845,-73.845
40.642,-73.993
40.824,-73.857
40.833,-73.865
40.822,-73.858
40.849,-73.846
40.844,-73.847
40.85,-73.853
40.828,-73.886
40.834,-73.877
40.764,-73.962
40.768,-73.964
40.827,-73.863
40.638,-73.998
40.736,-73.99
40.832,-73.859
40.82,-73.855
40.84,-73.843
40.641,-73.994
40.838,-73.864
40.762,-73.96
40.764,-73.979
40.825,-73.941
40.705,-74.014
40.703,-74.011
40.728,-73.988
40.713,-74.003
40.756,-73.846
40.822,-73.943
40.823,-73.942
40.779,-73.981
40.735,-73.989
40.731,-73.989
40.729,-74.0
40.726,-73.995
40.725,-73.993
40.778,-73.983
40.855,-73.905
40.721,-73.99
40.853,-73.909
40.719,-73.996
40.824,-73.932
40.787,-73.972
40.797,-73.97
40.82,-73.96
40.822,-73.95
40.854,-73.907
40.825,-73.944
40.854,-73.908
40.749,-73.87
40.75,-73.864
40.808,-73.946
40.808,-73.945
40.786,-73.978
40.796,-73.971
40.756,-73.975
40.756,-73.97
40.726,-73.984
40.733,-73.991
40.827,-73.939
40.757,-73.846
40.756,-73.99
40.714,-73.956
40.712,-73.951
40.823,-73.943
40.715,-73.998
40.704,-74.016
40.73,-74.003
40.732,-74.003
40.641,-73.789
40.842,-73.943
40.761,-73.979
40.762,-73.979
40.759,-73.983
40.728,-73.982
40.681,-74.002
40.68,-73.995
40.679,-73.996
40.677,-73.998
40.752,-73.975
40.76,-73.977
40.75,-73.993
40.701,-73.899
40.682,-73.996
40.655,-74.009
40.681,-73.994
40.688,-73.996
40.689,-73.993
40.687,-73.99
40.685,-73.992
40.769,-73.862
40.768,-73.863
40.771,-73.866
40.764,-73.968
40.76,-73.98
40.751,-73.976
40.76,-73.979
40.69,-73.997
40.685,-73.999
40.551,-73.931
40.56,-73.913
40.559,-73.923
40.644,-73.783
40.644,-73.782
40.681,-73.995
40.683,-73.995
40.687,-73.994
40.678,-73.998
40.68,-73.997
40.756,-73.983
40.679,-73.995
40.675,-73.999
40.693,-74.001
40.7,-73.997
40.704,-73.993
40.703,-73.991
40.703,-73.99
40.763,-73.974
40.757,-73.981
40.743,-74.009
40.743,-73.975
40.744,-73.977
40.744,-73.976
40.676,-73.999
40.641,-73.787
40.672,-73.996
40.761,-73.978
40.765,-73.972
40.757,-73.977
40.68,-73.999
40.786,-73.951
40.753,-73.983
40.925,-73.963
40.779,-73.955
40.752,-73.984
40.786,-73.95
40.716,-73.995
40.644,-73.791
40.755,-73.978
40.749,-73.976
40.789,-73.949
40.779,-73.948
40.774,-73.945
40.775,-73.943
40.778,-73.952
40.778,-73.953
40.757,-73.966
40.706,-73.997
40.703,-73.994
40.7,-73.993
40.795,-73.972
40.775,-73.871
40.757,-73.972
40.757,-73.968
40.788,-73.953
40.785,-73.979
40.781,-73.952
40.721,-73.994
40.719,-73.992
40.783,-73.953
40.779,-73.969
40.779,-73.968
40.754,-73.986
40.752,-73.981
40.755,-73.979
40.851,-73.967
40.816,-73.98
40.751,-73.981
40.741,-73.985
40.742,-73.981
40.649,-73.783
40.764,-73.973
40.784,-73.98
40.792,-73.974
40.755,-73.973
40.763,-73.96
40.782,-73.951
40.788,-73.954
40.76,-73.962
40.74,-73.987
40.801,-73.965
40.775,-73.954
40.787,-73.952
40.787,-73.95
40.754,-73.973
40.785,-73.952
40.757,-73.754
40.756,-73.758
40.757,-73.793
40.774,-73.733
40.781,-73.718
40.756,-73.756
40.779,-73.777
40.761,-73.763
40.76,-73.77
40.761,-73.762
40.68,-73.836
40.786,-73.727
40.761,-73.766
40.761,-73.765
40.787,-73.728
40.799,-73.7
40.762,-73.758
40.755,-73.757
40.798,-73.7
40.771,-73.78
40.769,-73.738
40.78,-73.776
40.78,-73.777
40.763,-73.73
40.757,-73.758
40.763,-73.771
40.771,-73.739
40.764,-73.759
40.782,-73.717
40.763,-73.772
40.755,-73.755
40.779,-73.724
40.773,-73.733
40.753,-73.747
40.772,-73.735
40.76,-73.768
40.779,-73.778
40.79,-73.73
40.767,-73.739
40.726,-73.742
40.722,-73.718
40.669,-73.986
40.672,-73.99
40.676,-73.996
40.678,-73.992
40.676,-73.99
40.753,-73.974
40.752,-73.973
40.753,-73.973
40.754,-73.974
40.753,-73.975
40.673,-73.991
40.639,-73.98
40.752,-73.976
40.64,-73.98
40.674,-73.996
40.672,-73.989
40.676,-74.0
40.758,-73.984
40.867,-73.924
40.871,-73.93
40.868,-73.926
40.868,-73.921
40.827,-73.925
40.827,-73.926
40.827,-73.923
40.851,-73.928
40.868,-73.924
40.843,-73.939
40.641,-73.977
40.638,-73.978
40.641,-73.979
40.642,-73.981
40.643,-73.979
40.64,-73.979
40.64,-73.978
40.643,-73.98
40.643,-73.978
40.755,-73.971
40.759,-73.984
40.758,-73.982
40.76,-73.987
40.596,-73.973
40.601,-73.976
40.602,-73.976
40.598,-73.973
40.638,-73.979
40.754,-73.978
40.795,-73.927
40.756,-73.981
40.753,-73.972
40.768,-73.919
40.765,-73.914
40.766,-73.914
40.766,-73.911
40.767,-73.922
40.767,-73.913
40.768,-73.91
40.767,-73.909
40.768,-73.911
40.759,-73.907
40.766,-73.913
40.748,-73.94
40.765,-73.912
40.764,-73.924
40.763,-73.928
40.766,-73.915
40.767,-73.912
40.759,-73.929
40.756,-73.929
40.75,-73.939
40.789,-73.974
40.784,-73.975
40.738,-73.985
40.776,-73.905
40.788,-73.975
40.788,-73.974
40.77,-73.928
40.762,-73.926
40.758,-73.929
40.789,-73.973
40.786,-73.971
40.752,-73.974
40.756,-73.974
40.751,-73.946
40.754,-73.94
40.75,-73.938
40.755,-73.976
40.788,-73.973
40.763,-73.909
40.769,-73.907
40.765,-73.909
40.764,-73.911
40.766,-73.905
40.768,-73.909
40.766,-73.919
40.767,-73.918
40.762,-73.919
40.762,-73.925
40.765,-73.91
40.751,-73.941
40.767,-73.917
40.768,-73.916
40.749,-73.965
40.791,-74.102
40.75,-73.94
40.759,-73.927
40.756,-73.93
40.753,-73.933
40.674,-74.001
40.75,-73.936
40.763,-73.924
40.767,-73.915
40.768,-73.918
40.763,-73.927
40.752,-73.936
40.751,-73.978
40.764,-73.916
40.747,-73.948
40.746,-73.945
40.746,-73.947
40.747,-73.945
40.755,-73.931
40.764,-73.982
40.761,-73.929
40.754,-73.975
40.75,-73.941
40.852,-73.934
40.762,-73.974
40.753,-73.932
40.771,-73.913
40.756,-73.978
40.755,-73.981
40.755,-73.977
40.756,-73.979
40.747,-73.996
40.746,-73.992
40.76,-73.982
40.759,-73.981
40.74,-73.986
40.74,-73.985
40.74,-74.007
40.735,-73.983
40.729,-73.989
40.738,-73.981
40.755,-73.98
40.756,-73.98
40.74,-73.982
40.731,-73.986
40.741,-73.986
40.721,-74.001
40.753,-73.977
40.744,-73.982
40.738,-73.989
40.741,-73.982
40.738,-73.982
40.741,-73.987
40.754,-73.982
40.733,-73.999
40.754,-73.98
40.744,-73.981
40.743,-73.98
40.704,-74.01
40.757,-73.978
40.754,-73.966
40.755,-73.969
40.771,-73.982
40.746,-73.982
40.745,-73.979
40.761,-73.968
40.739,-73.983
40.729,-73.999
40.73,-73.999
40.729,-74.001
40.745,-73.978
40.754,-73.997
40.737,-73.985
40.745,-73.983
40.746,-73.978
40.742,-73.99
40.754,-73.987
40.747,-73.985
40.747,-73.977
40.741,-73.981
40.736,-74.033
40.724,-73.988
40.74,-73.99
40.771,-73.956
40.746,-73.981
40.728,-74.005
40.729,-74.005
40.723,-73.983
40.778,-73.961
40.703,-73.796
40.782,-73.958
40.779,-73.96
40.704,-73.797
40.703,-73.716
40.709,-73.723
40.69,-73.721
40.708,-73.719
40.673,-73.833
40.705,-73.795
40.779,-73.956
40.704,-73.798
40.714,-73.738
40.714,-73.736
40.707,-73.796
40.705,-73.723
40.712,-73.77
40.708,-73.71
40.778,-73.957
40.778,-73.956
40.779,-73.953
40.733,-73.728
40.724,-73.73
40.722,-73.73
40.689,-73.721
40.688,-73.707
40.78,-73.96
40.707,-73.742
40.696,-73.747
40.688,-73.706
40.712,-73.786
40.693,-73.789
40.741,-73.784
40.699,-73.714
40.709,-73.821
40.757,-73.689
40.714,-73.737
40.722,-73.731
40.78,-73.959
40.758,-73.991
40.692,-73.72
40.626,-73.965
40.624,-73.965
40.609,-73.955
40.61,-73.956
40.608,-73.962
40.607,-73.962
40.624,-73.961
40.625,-73.963
40.756,-73.992
40.748,-73.975
40.743,-73.974
40.62,-73.967
40.692,-73.991
40.627,-73.965
40.625,-73.961
40.581,-73.954
40.625,-73.962
40.765,-73.955
40.765,-73.953
40.764,-73.953
40.763,-73.954
40.764,-73.954
40.746,-73.972
40.627,-73.966
40.625,-73.964
40.705,-73.99
40.743,-73.973
40.629,-73.988
40.748,-73.976
40.631,-73.985
40.762,-73.789
40.758,-73.784
40.786,-73.836
40.787,-73.836
40.778,-73.839
40.765,-73.769
40.763,-73.786
40.712,-74.012
40.711,-74.011
40.712,-74.011
40.718,-74.035
40.719,-74.033
40.719,-74.035
40.719,-74.034
40.75,-73.992
40.78,-73.848
40.77,-73.808
40.755,-73.846
40.708,-74.008
40.75,-73.863
40.748,-73.876
40.747,-73.892
40.746,-73.896
40.747,-73.946
40.742,-73.959
40.773,-73.795
40.764,-73.787
40.77,-73.793
40.752,-73.855
40.755,-73.848
40.757,-73.847
40.83,-73.925
40.828,-73.927
40.83,-73.926
40.758,-73.78
40.78,-73.794
40.71,-74.008
40.851,-73.952
40.854,-73.964
40.707,-74.009
40.758,-73.79
40.683,-73.976
40.782,-73.803
40.764,-73.808
40.744,-73.851
40.748,-73.93
40.751,-73.912
40.772,-73.768
40.769,-73.836
40.781,-73.803
40.711,-74.01
40.785,-73.841
40.783,-73.835
40.89,-73.976
40.885,-73.888
40.809,-73.923
40.776,-73.947
40.898,-73.867
40.896,-73.877
40.896,-73.879
40.94,-74.001
40.939,-73.997
40.905,-74.032
40.936,-73.995
40.941,-73.993
40.926,-73.997
40.944,-73.998
40.932,-73.996
40.813,-73.985
40.813,-73.982
40.946,-74.02
40.94,-73.96
40.94,-73.993
40.937,-73.996
40.969,-73.955
40.916,-74.073
40.92,-74.027
40.89,-74.024
40.94,-73.995
40.746,-73.983
40.974,-74.027
40.944,-73.984
40.76,-73.997
40.811,-74.06
40.687,-74.183
40.772,-74.001
40.926,-73.965
40.925,-73.965
40.941,-74.089
40.92,-74.067
40.887,-73.979
40.908,-74.032
40.906,-74.031
40.932,-73.995
40.949,-73.988
40.941,-74.003
40.922,-74.117
40.901,-74.0
40.825,-73.974
40.958,-74.069
40.956,-74.068
40.909,-74.034
40.919,-74.065
40.911,-74.036
40.908,-74.058
40.939,-73.994
40.901,-74.041
40.956,-74.069
40.917,-74.057
40.941,-73.997
40.811,-74.068
40.813,-74.074
40.914,-74.05
40.895,-73.977
40.696,-74.177
40.757,-73.986
40.933,-73.996
40.923,-73.986
40.918,-74.058
40.918,-74.075
40.918,-74.076
40.916,-74.076
40.915,-74.076
40.936,-73.957
40.913,-73.999
40.926,-73.967
40.808,-73.961
40.764,-73.983
40.785,-73.976
40.808,-73.959
40.807,-73.963
40.766,-73.983
40.729,-73.991
40.81,-73.958
40.758,-73.977
40.749,-73.983
40.768,-73.965
40.748,-73.985
40.795,-73.971
40.77,-73.984
40.776,-73.981
40.716,-74.003
40.746,-73.988
40.755,-73.987
40.756,-73.984
40.716,-73.99
40.774,-73.981
40.809,-73.962
40.766,-73.977
40.807,-73.964
40.795,-73.962
40.756,-73.985
40.77,-73.967
40.727,-73.995
40.784,-73.961
40.757,-73.974
40.753,-73.978
40.741,-74.006
40.815,-73.959
40.77,-73.96
40.754,-73.985
40.76,-73.976
40.807,-73.961
40.726,-73.996
40.742,-73.997
40.765,-73.971
40.762,-73.973
40.738,-73.991
40.715,-73.997
40.635,-73.963
40.636,-73.963
40.637,-73.954
40.637,-73.957
40.626,-73.957
40.603,-73.989
40.688,-73.981
40.687,-73.979
40.609,-74.004
40.602,-73.999
40.602,-73.995
40.618,-74.03
40.632,-73.953
40.757,-74.001
40.757,-74.002
40.601,-73.992
40.684,-73.978
40.604,-74.007
40.584,-73.95
40.584,-73.944
40.583,-73.986
40.597,-73.985
40.646,-73.994
40.626,-73.997
40.605,-73.998
40.604,-73.999
40.61,-73.999
40.607,-74.002
40.599,-73.989
40.599,-73.998
40.596,-74.001
40.593,-74.0
40.617,-74.031
40.684,-73.976
40.608,-74.002
40.598,-73.998
40.685,-73.978
40.612,-74.009
40.598,-73.997
40.619,-73.999
40.573,-73.98
40.575,-73.963
40.73,-73.989
40.767,-73.972
40.632,-73.967
40.634,-73.968
40.603,-73.994
40.744,-73.925
40.603,-73.993
40.686,-73.98
40.613,-73.983
40.612,-73.982
40.598,-73.921
40.6,-73.996
40.62,-73.99
40.76,-73.992
40.622,-73.989
40.62,-73.989
40.734,-73.993
40.729,-74.006
40.631,-74.028
40.605,-73.992
40.605,-73.981
40.741,-74.002
40.742,-74.004
40.742,-74.003
40.74,-74.003
40.605,-73.993
40.604,-73.993
40.606,-74.0
40.742,-74.005
40.599,-73.986
40.604,-73.996
40.612,-73.989
40.625,-74.026
40.612,-73.992
40.61,-73.986
40.608,-73.988
40.741,-74.003
40.707,-73.99
40.751,-73.991
40.607,-74.003
40.599,-73.99
40.753,-73.99
40.617,-73.985
40.642,-73.872
40.67,-73.979
40.604,-73.992
40.616,-73.988
40.645,-74.004
40.742,-74.006
40.648,-74.007
40.611,-73.992
40.603,-73.992
40.634,-74.021
40.622,-74.028
40.615,-73.988
40.629,-74.023
40.622,-74.023
40.767,-73.958
40.746,-73.954
40.758,-73.932
40.804,-73.944
40.719,-73.96
40.766,-73.96
40.749,-73.992
40.765,-73.958
40.764,-73.958
40.75,-73.991
40.661,-73.916
40.765,-73.959
40.66,-73.907
40.774,-73.872
40.665,-73.923
40.767,-73.957
40.774,-73.951
40.77,-73.951
40.768,-73.959
40.764,-73.964
40.74,-73.984
40.659,-73.899
40.767,-73.966
40.763,-73.919
40.768,-73.956
40.768,-73.96
40.762,-73.969
40.766,-73.957
40.772,-73.93
40.771,-73.99
40.77,-73.988
40.756,-74.002
40.769,-73.925
40.755,-73.909
40.771,-73.925
40.762,-73.916
40.767,-73.983
40.762,-73.984
40.77,-73.924
40.765,-73.917
40.763,-73.984
40.773,-73.985
40.772,-73.984
40.771,-73.983
40.769,-73.983
40.781,-73.953
40.786,-73.979
40.786,-73.973
40.746,-73.993
40.759,-73.995
40.772,-73.958
40.723,-74.008
40.745,-73.989
40.784,-73.952
40.776,-73.982
40.775,-73.983
40.729,-73.992
40.773,-73.96
40.768,-73.981
40.767,-73.984
40.773,-73.983
40.778,-73.963
40.757,-73.969
40.765,-73.98
40.772,-73.982
40.774,-73.948
40.759,-73.987
40.791,-73.977
40.774,-73.983
40.776,-73.98
40.773,-73.984
40.775,-73.984
40.759,-73.99
40.761,-73.998
40.743,-74.007
40.772,-73.866
40.749,-73.994
40.829,-73.948
40.823,-73.953
40.829,-73.949
40.827,-73.951
40.714,-73.952
40.7,-73.954
40.69,-73.971
40.724,-73.982
40.736,-73.987
40.745,-74.008
40.771,-73.992
40.747,-74.005
40.759,-73.992
40.718,-73.985
40.73,-73.981
40.727,-73.986
40.732,-73.988
40.746,-74.006
40.752,-73.994
40.747,-73.998
40.749,-74.003
40.786,-73.931
40.77,-73.861
40.736,-74.001
40.722,-74.004
40.685,-73.963
40.764,-73.998
40.71,-73.962
40.719,-73.989
40.74,-74.006
40.749,-74.004
40.749,-73.999
40.691,-73.981
40.69,-73.973
40.711,-73.993
40.744,-74.007
40.742,-74.008
40.743,-74.006
40.831,-73.942
40.732,-74.005
40.739,-74.028
40.732,-74.036
40.719,-74.005
40.719,-74.042
40.72,-74.043
40.751,-73.985
40.717,-74.037
